date,year,month,month_name,day,day_of_week,day_name,week_of_year,quarter,is_weekend,is_month_start,is_month_end,is_payday
2015-03-06,2015,3,March,6,4,Friday,10,1,False,False,False,False
2015-03-07,2015,3,March,7,5,Saturday,10,1,True,False,False,False
2015-03-08,2015,3,March,8,6,Sunday,10,1,True,False,False,False
2015-03-09,2015,3,March,9,0,Monday,11,1,False,False,False,False
2015-03-10,2015,3,March,10,1,Tuesday,11,1,False,False,False,False
2015-03-11,2015,3,March,11,2,Wednesday,11,1,False,False,False,False
2015-03-12,2015,3,March,12,3,Thursday,11,1,False,False,False,False
2015-03-13,2015,3,March,13,4,Friday,11,1,False,False,False,False
2015-03-14,2015,3,March,14,5,Saturday,11,1,True,False,False,False
2015-03-15,2015,3,March,15,6,Sunday,11,1,True,False,False,True
2015-03-16,2015,3,March,16,0,Monday,12,1,False,False,False,False
2015-03-17,2015,3,March,17,1,Tuesday,12,1,False,False,False,False
2015-03-18,2015,3,March,18,2,Wednesday,12,1,False,False,False,False
2015-03-19,2015,3,March,19,3,Thursday,12,1,False,False,False,False
2015-03-20,2015,3,March,20,4,Friday,12,1,False,False,False,False
2015-03-21,2015,3,March,21,5,Saturday,12,1,True,False,False,False
2015-03-22,2015,3,March,22,6,Sunday,12,1,True,False,False,False
2015-03-23,2015,3,March,23,0,Monday,13,1,False,False,False,False
2015-03-24,2015,3,March,24,1,Tuesday,13,1,False,False,False,False
2015-03-25,2015,3,March,25,2,Wednesday,13,1,False,False,False,False
2015-03-26,2015,3,March,26,3,Thursday,13,1,False,False,False,False
2015-03-27,2015,3,March,27,4,Friday,13,1,False,False,False,False
2015-03-28,2015,3,March,28,5,Saturday,13,1,True,False,False,False
2015-03-29,2015,3,March,29,6,Sunday,13,1,True,False,False,False
2015-03-30,2015,3,March,30,0,Monday,14,1,False,False,False,False
2015-03-31,2015,3,March,31,1,Tuesday,14,1,False,False,True,True
2015-04-01,2015,4,April,1,2,Wednesday,14,2,False,True,False,False
2015-04-02,2015,4,April,2,3,Thursday,14,2,False,False,False,False
2015-04-03,2015,4,April,3,4,Friday,14,2,False,False,False,False
2015-04-04,2015,4,April,4,5,Saturday,14,2,True,False,False,False
2015-04-05,2015,4,April,5,6,Sunday,14,2,True,False,False,False
2015-04-06,2015,4,April,6,0,Monday,15,2,False,False,False,False
2015-04-07,2015,4,April,7,1,Tuesday,15,2,False,False,False,False
2015-04-08,2015,4,April,8,2,Wednesday,15,2,False,False,False,False
2015-04-09,2015,4,April,9,3,Thursday,15,2,False,False,False,False
2015-04-10,2015,4,April,10,4,Friday,15,2,False,False,False,False
2015-04-11,2015,4,April,11,5,Saturday,15,2,True,False,False,False
2015-04-12,2015,4,April,12,6,Sunday,15,2,True,False,False,False
2015-04-13,2015,4,April,13,0,Monday,16,2,False,False,False,False
2015-04-14,2015,4,April,14,1,Tuesday,16,2,False,False,False,False
2015-04-15,2015,4,April,15,2,Wednesday,16,2,False,False,False,True
2015-04-16,2015,4,April,16,3,Thursday,16,2,False,False,False,False
2015-04-17,2015,4,April,17,4,Friday,16,2,False,False,False,False
2015-04-18,2015,4,April,18,5,Saturday,16,2,True,False,False,False
2015-04-19,2015,4,April,19,6,Sunday,16,2,True,False,False,False
2015-04-20,2015,4,April,20,0,Monday,17,2,False,False,False,False
2015-04-21,2015,4,April,21,1,Tuesday,17,2,False,False,False,False
2015-04-22,2015,4,April,22,2,Wednesday,17,2,False,False,False,False
2015-04-23,2015,4,April,23,3,Thursday,17,2,False,False,False,False
2015-04-24,2015,4,April,24,4,Friday,17,2,False,False,False,False
2015-04-25,2015,4,April,25,5,Saturday,17,2,True,False,False,False
2015-04-26,2015,4,April,26,6,Sunday,17,2,True,False,False,False
2015-04-27,2015,4,April,27,0,Monday,18,2,False,False,False,False
2015-04-28,2015,4,April,28,1,Tuesday,18,2,False,False,False,False
2015-04-29,2015,4,April,29,2,Wednesday,18,2,False,False,False,False
2015-04-30,2015,4,April,30,3,Thursday,18,2,False,False,True,True
2015-05-01,2015,5,May,1,4,Friday,18,2,False,True,False,False
2015-05-02,2015,5,May,2,5,Saturday,18,2,True,False,False,False
2015-05-03,2015,5,May,3,6,Sunday,18,2,True,False,False,False
2015-05-04,2015,5,May,4,0,Monday,19,2,False,False,False,False
2015-05-05,2015,5,May,5,1,Tuesday,19,2,False,False,False,False
2015-05-06,2015,5,May,6,2,Wednesday,19,2,False,False,False,False
2015-05-07,2015,5,May,7,3,Thursday,19,2,False,False,False,False
2015-05-08,2015,5,May,8,4,Friday,19,2,False,False,False,False
2015-05-09,2015,5,May,9,5,Saturday,19,2,True,False,False,False
2015-05-10,2015,5,May,10,6,Sunday,19,2,True,False,False,False
2015-05-11,2015,5,May,11,0,Monday,20,2,False,False,False,False
2015-05-12,2015,5,May,12,1,Tuesday,20,2,False,False,False,False
2015-05-13,2015,5,May,13,2,Wednesday,20,2,False,False,False,False
2015-05-14,2015,5,May,14,3,Thursday,20,2,False,False,False,False
2015-05-15,2015,5,May,15,4,Friday,20,2,False,False,False,True
2015-05-16,2015,5,May,16,5,Saturday,20,2,True,False,False,False
2015-05-17,2015,5,May,17,6,Sunday,20,2,True,False,False,False
2015-05-18,2015,5,May,18,0,Monday,21,2,False,False,False,False
2015-05-19,2015,5,May,19,1,Tuesday,21,2,False,False,False,False
2015-05-20,2015,5,May,20,2,Wednesday,21,2,False,False,False,False
2015-05-21,2015,5,May,21,3,Thursday,21,2,False,False,False,False
2015-05-22,2015,5,May,22,4,Friday,21,2,False,False,False,False
2015-05-23,2015,5,May,23,5,Saturday,21,2,True,False,False,False
2015-05-24,2015,5,May,24,6,Sunday,21,2,True,False,False,False
2015-05-25,2015,5,May,25,0,Monday,22,2,False,False,False,False
2015-05-26,2015,5,May,26,1,Tuesday,22,2,False,False,False,False
2015-05-27,2015,5,May,27,2,Wednesday,22,2,False,False,False,False
2015-05-28,2015,5,May,28,3,Thursday,22,2,False,False,False,False
2015-05-29,2015,5,May,29,4,Friday,22,2,False,False,False,False
2015-05-30,2015,5,May,30,5,Saturday,22,2,True,False,False,False
2015-05-31,2015,5,May,31,6,Sunday,22,2,True,False,True,True
2015-06-01,2015,6,June,1,0,Monday,23,2,False,True,False,False
2015-06-02,2015,6,June,2,1,Tuesday,23,2,False,False,False,False
2015-06-03,2015,6,June,3,2,Wednesday,23,2,False,False,False,False
2015-06-04,2015,6,June,4,3,Thursday,23,2,False,False,False,False
2015-06-05,2015,6,June,5,4,Friday,23,2,False,False,False,False
2015-06-06,2015,6,June,6,5,Saturday,23,2,True,False,False,False
2015-06-07,2015,6,June,7,6,Sunday,23,2,True,False,False,False
2015-06-08,2015,6,June,8,0,Monday,24,2,False,False,False,False
2015-06-09,2015,6,June,9,1,Tuesday,24,2,False,False,False,False
2015-06-10,2015,6,June,10,2,Wednesday,24,2,False,False,False,False
2015-06-11,2015,6,June,11,3,Thursday,24,2,False,False,False,False
2015-06-12,2015,6,June,12,4,Friday,24,2,False,False,False,False
2015-06-13,2015,6,June,13,5,Saturday,24,2,True,False,False,False
2015-06-14,2015,6,June,14,6,Sunday,24,2,True,False,False,False
2015-06-15,2015,6,June,15,0,Monday,25,2,False,False,False,True
2015-06-16,2015,6,June,16,1,Tuesday,25,2,False,False,False,False
2015-06-17,2015,6,June,17,2,Wednesday,25,2,False,False,False,False
2015-06-18,2015,6,June,18,3,Thursday,25,2,False,False,False,False
2015-06-19,2015,6,June,19,4,Friday,25,2,False,False,False,False
2015-06-20,2015,6,June,20,5,Saturday,25,2,True,False,False,False
2015-06-21,2015,6,June,21,6,Sunday,25,2,True,False,False,False
2015-06-22,2015,6,June,22,0,Monday,26,2,False,False,False,False
2015-06-23,2015,6,June,23,1,Tuesday,26,2,False,False,False,False
2015-06-24,2015,6,June,24,2,Wednesday,26,2,False,False,False,False
2015-06-25,2015,6,June,25,3,Thursday,26,2,False,False,False,False
2015-06-26,2015,6,June,26,4,Friday,26,2,False,False,False,False
2015-06-27,2015,6,June,27,5,Saturday,26,2,True,False,False,False
2015-06-28,2015,6,June,28,6,Sunday,26,2,True,False,False,False
2015-06-29,2015,6,June,29,0,Monday,27,2,False,False,False,False
2015-06-30,2015,6,June,30,1,Tuesday,27,2,False,False,True,True
2015-07-01,2015,7,July,1,2,Wednesday,27,3,False,True,False,False
2015-07-02,2015,7,July,2,3,Thursday,27,3,False,False,False,False
2015-07-03,2015,7,July,3,4,Friday,27,3,False,False,False,False
2015-07-04,2015,7,July,4,5,Saturday,27,3,True,False,False,False
2015-07-05,2015,7,July,5,6,Sunday,27,3,True,False,False,False
2015-07-06,2015,7,July,6,0,Monday,28,3,False,False,False,False
2015-07-07,2015,7,July,7,1,Tuesday,28,3,False,False,False,False
2015-07-08,2015,7,July,8,2,Wednesday,28,3,False,False,False,False
2015-07-09,2015,7,July,9,3,Thursday,28,3,False,False,False,False
2015-07-10,2015,7,July,10,4,Friday,28,3,False,False,False,False
2015-07-11,2015,7,July,11,5,Saturday,28,3,True,False,False,False
2015-07-12,2015,7,July,12,6,Sunday,28,3,True,False,False,False
2015-07-13,2015,7,July,13,0,Monday,29,3,False,False,False,False
2015-07-14,2015,7,July,14,1,Tuesday,29,3,False,False,False,False
2015-07-15,2015,7,July,15,2,Wednesday,29,3,False,False,False,True
2015-07-16,2015,7,July,16,3,Thursday,29,3,False,False,False,False
2015-07-17,2015,7,July,17,4,Friday,29,3,False,False,False,False
2015-07-18,2015,7,July,18,5,Saturday,29,3,True,False,False,False
2015-07-19,2015,7,July,19,6,Sunday,29,3,True,False,False,False
2015-07-20,2015,7,July,20,0,Monday,30,3,False,False,False,False
2015-07-21,2015,7,July,21,1,Tuesday,30,3,False,False,False,False
2015-07-22,2015,7,July,22,2,Wednesday,30,3,False,False,False,False
2015-07-23,2015,7,July,23,3,Thursday,30,3,False,False,False,False
2015-07-24,2015,7,July,24,4,Friday,30,3,False,False,False,False
2015-07-25,2015,7,July,25,5,Saturday,30,3,True,False,False,False
2015-07-26,2015,7,July,26,6,Sunday,30,3,True,False,False,False
2015-07-27,2015,7,July,27,0,Monday,31,3,False,False,False,False
2015-07-28,2015,7,July,28,1,Tuesday,31,3,False,False,False,False
2015-07-29,2015,7,July,29,2,Wednesday,31,3,False,False,False,False
2015-07-30,2015,7,July,30,3,Thursday,31,3,False,False,False,False
2015-07-31,2015,7,July,31,4,Friday,31,3,False,False,True,True
2015-08-01,2015,8,August,1,5,Saturday,31,3,True,True,False,False
2015-08-02,2015,8,August,2,6,Sunday,31,3,True,False,False,False
2015-08-03,2015,8,August,3,0,Monday,32,3,False,False,False,False
2015-08-04,2015,8,August,4,1,Tuesday,32,3,False,False,False,False
2015-08-05,2015,8,August,5,2,Wednesday,32,3,False,False,False,False
2015-08-06,2015,8,August,6,3,Thursday,32,3,False,False,False,False
2015-08-07,2015,8,August,7,4,Friday,32,3,False,False,False,False
2015-08-08,2015,8,August,8,5,Saturday,32,3,True,False,False,False
2015-08-09,2015,8,August,9,6,Sunday,32,3,True,False,False,False
2015-08-10,2015,8,August,10,0,Monday,33,3,False,False,False,False
2015-08-11,2015,8,August,11,1,Tuesday,33,3,False,False,False,False
2015-08-12,2015,8,August,12,2,Wednesday,33,3,False,False,False,False
2015-08-13,2015,8,August,13,3,Thursday,33,3,False,False,False,False
2015-08-14,2015,8,August,14,4,Friday,33,3,False,False,False,False
2015-08-15,2015,8,August,15,5,Saturday,33,3,True,False,False,True
2015-08-16,2015,8,August,16,6,Sunday,33,3,True,False,False,False
2015-08-17,2015,8,August,17,0,Monday,34,3,False,False,False,False
2015-08-18,2015,8,August,18,1,Tuesday,34,3,False,False,False,False
2015-08-19,2015,8,August,19,2,Wednesday,34,3,False,False,False,False
2015-08-20,2015,8,August,20,3,Thursday,34,3,False,False,False,False
2015-08-21,2015,8,August,21,4,Friday,34,3,False,False,False,False
2015-08-22,2015,8,August,22,5,Saturday,34,3,True,False,False,False
2015-08-23,2015,8,August,23,6,Sunday,34,3,True,False,False,False
2015-08-24,2015,8,August,24,0,Monday,35,3,False,False,False,False
2015-08-25,2015,8,August,25,1,Tuesday,35,3,False,False,False,False
2015-08-26,2015,8,August,26,2,Wednesday,35,3,False,False,False,False
2015-08-27,2015,8,August,27,3,Thursday,35,3,False,False,False,False
2015-08-28,2015,8,August,28,4,Friday,35,3,False,False,False,False
2015-08-29,2015,8,August,29,5,Saturday,35,3,True,False,False,False
2015-08-30,2015,8,August,30,6,Sunday,35,3,True,False,False,False
2015-08-31,2015,8,August,31,0,Monday,36,3,False,False,True,True
2015-09-01,2015,9,September,1,1,Tuesday,36,3,False,True,False,False
2015-09-02,2015,9,September,2,2,Wednesday,36,3,False,False,False,False
2015-09-03,2015,9,September,3,3,Thursday,36,3,False,False,False,False
2015-09-04,2015,9,September,4,4,Friday,36,3,False,False,False,False
2015-09-05,2015,9,September,5,5,Saturday,36,3,True,False,False,False
2015-09-06,2015,9,September,6,6,Sunday,36,3,True,False,False,False
2015-09-07,2015,9,September,7,0,Monday,37,3,False,False,False,False
2015-09-08,2015,9,September,8,1,Tuesday,37,3,False,False,False,False
2015-09-09,2015,9,September,9,2,Wednesday,37,3,False,False,False,False
2015-09-10,2015,9,September,10,3,Thursday,37,3,False,False,False,False
2015-09-11,2015,9,September,11,4,Friday,37,3,False,False,False,False
2015-09-12,2015,9,September,12,5,Saturday,37,3,True,False,False,False
2015-09-13,2015,9,September,13,6,Sunday,37,3,True,False,False,False
2015-09-14,2015,9,September,14,0,Monday,38,3,False,False,False,False
2015-09-15,2015,9,September,15,1,Tuesday,38,3,False,False,False,True
2015-09-16,2015,9,September,16,2,Wednesday,38,3,False,False,False,False
2015-09-17,2015,9,September,17,3,Thursday,38,3,False,False,False,False
2015-09-18,2015,9,September,18,4,Friday,38,3,False,False,False,False
2015-09-19,2015,9,September,19,5,Saturday,38,3,True,False,False,False
2015-09-20,2015,9,September,20,6,Sunday,38,3,True,False,False,False
2015-09-21,2015,9,September,21,0,Monday,39,3,False,False,False,False
2015-09-22,2015,9,September,22,1,Tuesday,39,3,False,False,False,False
2015-09-23,2015,9,September,23,2,Wednesday,39,3,False,False,False,False
2015-09-24,2015,9,September,24,3,Thursday,39,3,False,False,False,False
2015-09-25,2015,9,September,25,4,Friday,39,3,False,False,False,False
2015-09-26,2015,9,September,26,5,Saturday,39,3,True,False,False,False
2015-09-27,2015,9,September,27,6,Sunday,39,3,True,False,False,False
2015-09-28,2015,9,September,28,0,Monday,40,3,False,False,False,False
2015-09-29,2015,9,September,29,1,Tuesday,40,3,False,False,False,False
2015-09-30,2015,9,September,30,2,Wednesday,40,3,False,False,True,True
2015-10-01,2015,10,October,1,3,Thursday,40,4,False,True,False,False
2015-10-02,2015,10,October,2,4,Friday,40,4,False,False,False,False
2015-10-03,2015,10,October,3,5,Saturday,40,4,True,False,False,False
2015-10-04,2015,10,October,4,6,Sunday,40,4,True,False,False,False
2015-10-05,2015,10,October,5,0,Monday,41,4,False,False,False,False
2015-10-06,2015,10,October,6,1,Tuesday,41,4,False,False,False,False
2015-10-07,2015,10,October,7,2,Wednesday,41,4,False,False,False,False
2015-10-08,2015,10,October,8,3,Thursday,41,4,False,False,False,False
2015-10-09,2015,10,October,9,4,Friday,41,4,False,False,False,False
2015-10-10,2015,10,October,10,5,Saturday,41,4,True,False,False,False
2015-10-11,2015,10,October,11,6,Sunday,41,4,True,False,False,False
2015-10-12,2015,10,October,12,0,Monday,42,4,False,False,False,False
2015-10-13,2015,10,October,13,1,Tuesday,42,4,False,False,False,False
2015-10-14,2015,10,October,14,2,Wednesday,42,4,False,False,False,False
2015-10-15,2015,10,October,15,3,Thursday,42,4,False,False,False,True
2015-10-16,2015,10,October,16,4,Friday,42,4,False,False,False,False
2015-10-17,2015,10,October,17,5,Saturday,42,4,True,False,False,False
2015-10-18,2015,10,October,18,6,Sunday,42,4,True,False,False,False
2015-10-19,2015,10,October,19,0,Monday,43,4,False,False,False,False
2015-10-20,2015,10,October,20,1,Tuesday,43,4,False,False,False,False
2015-10-21,2015,10,October,21,2,Wednesday,43,4,False,False,False,False
2015-10-22,2015,10,October,22,3,Thursday,43,4,False,False,False,False
2015-10-23,2015,10,October,23,4,Friday,43,4,False,False,False,False
2015-10-24,2015,10,October,24,5,Saturday,43,4,True,False,False,False
2015-10-25,2015,10,October,25,6,Sunday,43,4,True,False,False,False
2015-10-26,2015,10,October,26,0,Monday,44,4,False,False,False,False
2015-10-27,2015,10,October,27,1,Tuesday,44,4,False,False,False,False
2015-10-28,2015,10,October,28,2,Wednesday,44,4,False,False,False,False
2015-10-29,2015,10,October,29,3,Thursday,44,4,False,False,False,False
2015-10-30,2015,10,October,30,4,Friday,44,4,False,False,False,False
2015-10-31,2015,10,October,31,5,Saturday,44,4,True,False,True,True
2015-11-01,2015,11,November,1,6,Sunday,44,4,True,True,False,False
2015-11-02,2015,11,November,2,0,Monday,45,4,False,False,False,False
2015-11-03,2015,11,November,3,1,Tuesday,45,4,False,False,False,False
2015-11-04,2015,11,November,4,2,Wednesday,45,4,False,False,False,False
2015-11-05,2015,11,November,5,3,Thursday,45,4,False,False,False,False
2015-11-06,2015,11,November,6,4,Friday,45,4,False,False,False,False
2015-11-07,2015,11,November,7,5,Saturday,45,4,True,False,False,False
2015-11-08,2015,11,November,8,6,Sunday,45,4,True,False,False,False
2015-11-09,2015,11,November,9,0,Monday,46,4,False,False,False,False
2015-11-10,2015,11,November,10,1,Tuesday,46,4,False,False,False,False
2015-11-11,2015,11,November,11,2,Wednesday,46,4,False,False,False,False
2015-11-12,2015,11,November,12,3,Thursday,46,4,False,False,False,False
2015-11-13,2015,11,November,13,4,Friday,46,4,False,False,False,False
2015-11-14,2015,11,November,14,5,Saturday,46,4,True,False,False,False
2015-11-15,2015,11,November,15,6,Sunday,46,4,True,False,False,True
2015-11-16,2015,11,November,16,0,Monday,47,4,False,False,False,False
2015-11-17,2015,11,November,17,1,Tuesday,47,4,False,False,False,False
2015-11-18,2015,11,November,18,2,Wednesday,47,4,False,False,False,False
2015-11-19,2015,11,November,19,3,Thursday,47,4,False,False,False,False
2015-11-20,2015,11,November,20,4,Friday,47,4,False,False,False,False
2015-11-21,2015,11,November,21,5,Saturday,47,4,True,False,False,False
2015-11-22,2015,11,November,22,6,Sunday,47,4,True,False,False,False
2015-11-23,2015,11,November,23,0,Monday,48,4,False,False,False,False
2015-11-24,2015,11,November,24,1,Tuesday,48,4,False,False,False,False
2015-11-25,2015,11,November,25,2,Wednesday,48,4,False,False,False,False
2015-11-26,2015,11,November,26,3,Thursday,48,4,False,False,False,False
2015-11-27,2015,11,November,27,4,Friday,48,4,False,False,False,False
2015-11-28,2015,11,November,28,5,Saturday,48,4,True,False,False,False
2015-11-29,2015,11,November,29,6,Sunday,48,4,True,False,False,False
2015-11-30,2015,11,November,30,0,Monday,49,4,False,False,True,True
2015-12-01,2015,12,December,1,1,Tuesday,49,4,False,True,False,False
2015-12-02,2015,12,December,2,2,Wednesday,49,4,False,False,False,False
2015-12-03,2015,12,December,3,3,Thursday,49,4,False,False,False,False
2015-12-04,2015,12,December,4,4,Friday,49,4,False,False,False,False
2015-12-05,2015,12,December,5,5,Saturday,49,4,True,False,False,False
2015-12-06,2015,12,December,6,6,Sunday,49,4,True,False,False,False
2015-12-07,2015,12,December,7,0,Monday,50,4,False,False,False,False
2015-12-08,2015,12,December,8,1,Tuesday,50,4,False,False,False,False
2015-12-09,2015,12,December,9,2,Wednesday,50,4,False,False,False,False
2015-12-10,2015,12,December,10,3,Thursday,50,4,False,False,False,False
2015-12-11,2015,12,December,11,4,Friday,50,4,False,False,False,False
2015-12-12,2015,12,December,12,5,Saturday,50,4,True,False,False,False
2015-12-13,2015,12,December,13,6,Sunday,50,4,True,False,False,False
2015-12-14,2015,12,December,14,0,Monday,51,4,False,False,False,False
2015-12-15,2015,12,December,15,1,Tuesday,51,4,False,False,False,True
2015-12-16,2015,12,December,16,2,Wednesday,51,4,False,False,False,False
2015-12-17,2015,12,December,17,3,Thursday,51,4,False,False,False,False
2015-12-18,2015,12,December,18,4,Friday,51,4,False,False,False,False
2015-12-19,2015,12,December,19,5,Saturday,51,4,True,False,False,False
2015-12-20,2015,12,December,20,6,Sunday,51,4,True,False,False,False
2015-12-21,2015,12,December,21,0,Monday,52,4,False,False,False,False
2015-12-22,2015,12,December,22,1,Tuesday,52,4,False,False,False,False
2015-12-23,2015,12,December,23,2,Wednesday,52,4,False,False,False,False
2015-12-24,2015,12,December,24,3,Thursday,52,4,False,False,False,False
2015-12-25,2015,12,December,25,4,Friday,52,4,False,False,False,False
2015-12-26,2015,12,December,26,5,Saturday,52,4,True,False,False,False
2015-12-27,2015,12,December,27,6,Sunday,52,4,True,False,False,False
2015-12-28,2015,12,December,28,0,Monday,53,4,False,False,False,False
2015-12-29,2015,12,December,29,1,Tuesday,53,4,False,False,False,False
2015-12-30,2015,12,December,30,2,Wednesday,53,4,False,False,False,False
2015-12-31,2015,12,December,31,3,Thursday,53,4,False,False,True,True
2016-01-01,2016,1,January,1,4,Friday,53,1,False,True,False,False
2016-01-02,2016,1,January,2,5,Saturday,53,1,True,False,False,False
2016-01-03,2016,1,January,3,6,Sunday,53,1,True,False,False,False
2016-01-04,2016,1,January,4,0,Monday,1,1,False,False,False,False
2016-01-05,2016,1,January,5,1,Tuesday,1,1,False,False,False,False
2016-01-06,2016,1,January,6,2,Wednesday,1,1,False,False,False,False
2016-01-07,2016,1,January,7,3,Thursday,1,1,False,False,False,False
2016-01-08,2016,1,January,8,4,Friday,1,1,False,False,False,False
2016-01-09,2016,1,January,9,5,Saturday,1,1,True,False,False,False
2016-01-10,2016,1,January,10,6,Sunday,1,1,True,False,False,False
2016-01-11,2016,1,January,11,0,Monday,2,1,False,False,False,False
2016-01-12,2016,1,January,12,1,Tuesday,2,1,False,False,False,False
2016-01-13,2016,1,January,13,2,Wednesday,2,1,False,False,False,False
2016-01-14,2016,1,January,14,3,Thursday,2,1,False,False,False,False
2016-01-15,2016,1,January,15,4,Friday,2,1,False,False,False,True
2016-01-16,2016,1,January,16,5,Saturday,2,1,True,False,False,False
2016-01-17,2016,1,January,17,6,Sunday,2,1,True,False,False,False
2016-01-18,2016,1,January,18,0,Monday,3,1,False,False,False,False
2016-01-19,2016,1,January,19,1,Tuesday,3,1,False,False,False,False
2016-01-20,2016,1,January,20,2,Wednesday,3,1,False,False,False,False
2016-01-21,2016,1,January,21,3,Thursday,3,1,False,False,False,False
2016-01-22,2016,1,January,22,4,Friday,3,1,False,False,False,False
2016-01-23,2016,1,January,23,5,Saturday,3,1,True,False,False,False
2016-01-24,2016,1,January,24,6,Sunday,3,1,True,False,False,False
2016-01-25,2016,1,January,25,0,Monday,4,1,False,False,False,False
2016-01-26,2016,1,January,26,1,Tuesday,4,1,False,False,False,False
2016-01-27,2016,1,January,27,2,Wednesday,4,1,False,False,False,False
2016-01-28,2016,1,January,28,3,Thursday,4,1,False,False,False,False
2016-01-29,2016,1,January,29,4,Friday,4,1,False,False,False,False
2016-01-30,2016,1,January,30,5,Saturday,4,1,True,False,False,False
2016-01-31,2016,1,January,31,6,Sunday,4,1,True,False,True,True
2016-02-01,2016,2,February,1,0,Monday,5,1,False,True,False,False
2016-02-02,2016,2,February,2,1,Tuesday,5,1,False,False,False,False
2016-02-03,2016,2,February,3,2,Wednesday,5,1,False,False,False,False
2016-02-04,2016,2,February,4,3,Thursday,5,1,False,False,False,False
2016-02-05,2016,2,February,5,4,Friday,5,1,False,False,False,False
2016-02-06,2016,2,February,6,5,Saturday,5,1,True,False,False,False
2016-02-07,2016,2,February,7,6,Sunday,5,1,True,False,False,False
2016-02-08,2016,2,February,8,0,Monday,6,1,False,False,False,False
2016-02-09,2016,2,February,9,1,Tuesday,6,1,False,False,False,False
2016-02-10,2016,2,February,10,2,Wednesday,6,1,False,False,False,False
2016-02-11,2016,2,February,11,3,Thursday,6,1,False,False,False,False
2016-02-12,2016,2,February,12,4,Friday,6,1,False,False,False,False
2016-02-13,2016,2,February,13,5,Saturday,6,1,True,False,False,False
2016-02-14,2016,2,February,14,6,Sunday,6,1,True,False,False,False
2016-02-15,2016,2,February,15,0,Monday,7,1,False,False,False,True
2016-02-16,2016,2,February,16,1,Tuesday,7,1,False,False,False,False
2016-02-17,2016,2,February,17,2,Wednesday,7,1,False,False,False,False
2016-02-18,2016,2,February,18,3,Thursday,7,1,False,False,False,False
2016-02-19,2016,2,February,19,4,Friday,7,1,False,False,False,False
2016-02-20,2016,2,February,20,5,Saturday,7,1,True,False,False,False
2016-02-21,2016,2,February,21,6,Sunday,7,1,True,False,False,False
2016-02-22,2016,2,February,22,0,Monday,8,1,False,False,False,False
2016-02-23,2016,2,February,23,1,Tuesday,8,1,False,False,False,False
2016-02-24,2016,2,February,24,2,Wednesday,8,1,False,False,False,False
2016-02-25,2016,2,February,25,3,Thursday,8,1,False,False,False,False
2016-02-26,2016,2,February,26,4,Friday,8,1,False,False,False,False
2016-02-27,2016,2,February,27,5,Saturday,8,1,True,False,False,False
2016-02-28,2016,2,February,28,6,Sunday,8,1,True,False,False,False
2016-02-29,2016,2,February,29,0,Monday,9,1,False,False,True,True
2016-03-01,2016,3,March,1,1,Tuesday,9,1,False,True,False,False
2016-03-02,2016,3,March,2,2,Wednesday,9,1,False,False,False,False
2016-03-03,2016,3,March,3,3,Thursday,9,1,False,False,False,False
2016-03-04,2016,3,March,4,4,Friday,9,1,False,False,False,False
2016-03-05,2016,3,March,5,5,Saturday,9,1,True,False,False,False
2016-03-06,2016,3,March,6,6,Sunday,9,1,True,False,False,False
2016-03-07,2016,3,March,7,0,Monday,10,1,False,False,False,False
2016-03-08,2016,3,March,8,1,Tuesday,10,1,False,False,False,False
2016-03-09,2016,3,March,9,2,Wednesday,10,1,False,False,False,False
2016-03-10,2016,3,March,10,3,Thursday,10,1,False,False,False,False
2016-03-11,2016,3,March,11,4,Friday,10,1,False,False,False,False
2016-03-12,2016,3,March,12,5,Saturday,10,1,True,False,False,False
2016-03-13,2016,3,March,13,6,Sunday,10,1,True,False,False,False
2016-03-14,2016,3,March,14,0,Monday,11,1,False,False,False,False
2016-03-15,2016,3,March,15,1,Tuesday,11,1,False,False,False,True
2016-03-16,2016,3,March,16,2,Wednesday,11,1,False,False,False,False
2016-03-17,2016,3,March,17,3,Thursday,11,1,False,False,False,False
2016-03-18,2016,3,March,18,4,Friday,11,1,False,False,False,False
2016-03-19,2016,3,March,19,5,Saturday,11,1,True,False,False,False
2016-03-20,2016,3,March,20,6,Sunday,11,1,True,False,False,False
2016-03-21,2016,3,March,21,0,Monday,12,1,False,False,False,False
2016-03-22,2016,3,March,22,1,Tuesday,12,1,False,False,False,False
2016-03-23,2016,3,March,23,2,Wednesday,12,1,False,False,False,False
2016-03-24,2016,3,March,24,3,Thursday,12,1,False,False,False,False
2016-03-25,2016,3,March,25,4,Friday,12,1,False,False,False,False
2016-03-26,2016,3,March,26,5,Saturday,12,1,True,False,False,False
2016-03-27,2016,3,March,27,6,Sunday,12,1,True,False,False,False
2016-03-28,2016,3,March,28,0,Monday,13,1,False,False,False,False
2016-03-29,2016,3,March,29,1,Tuesday,13,1,False,False,False,False
2016-03-30,2016,3,March,30,2,Wednesday,13,1,False,False,False,False
2016-03-31,2016,3,March,31,3,Thursday,13,1,False,False,True,True
2016-04-01,2016,4,April,1,4,Friday,13,2,False,True,False,False
2016-04-02,2016,4,April,2,5,Saturday,13,2,True,False,False,False
2016-04-03,2016,4,April,3,6,Sunday,13,2,True,False,False,False
2016-04-04,2016,4,April,4,0,Monday,14,2,False,False,False,False
2016-04-05,2016,4,April,5,1,Tuesday,14,2,False,False,False,False
2016-04-06,2016,4,April,6,2,Wednesday,14,2,False,False,False,False
